,type,city,latitude,longitude,price_range,rating,votes,photo_count,delivery,area,chain_restaurant,indian,asian,western,middle_eastern,fast_food,others,highlights_count
36218,Café/Bakery,Coimbatore,11.028578,76.90143,1,3.7,11,1,1,130058,1,0,0,0,0,0,1,6
36219,Quick Bites,Coimbatore,11.00052003,76.99724229,1,3.3,14,6,0,130058,0,0,0,0,0,0,1,6
36220,Café/Bakery,Coimbatore,11.025451,76.995318,2,3.5,13,6,1,130058,1,0,0,0,0,0,1,8
36221,Café/Bakery,Coimbatore,11.03716426,77.03666389,1,0.0,2,6,1,130058,0,0,0,0,0,1,1,5
36222,Café/Bakery,Coimbatore,11.009392,76.956903,1,3.2,7,1,0,130058,0,0,0,0,0,0,1,3
36223,Café/Bakery,Coimbatore,11.00251,77.039308,1,3.3,6,5,0,130058,1,0,0,0,0,0,1,5
36224,Café/Bakery,Coimbatore,11.007243,76.950902,2,3.4,8,1,1,130058,0,0,0,0,0,0,1,7
36225,Café/Bakery,Coimbatore,11.02585177,77.01765943,1,3.3,4,2,1,130058,0,0,0,0,0,0,1,4
36226,Café/Bakery,Coimbatore,11.03141691,76.88599382,1,3.0,4,6,0,130058,0,0,0,0,0,0,1,5
36227,Café/Bakery,Coimbatore,11.0534,76.992851,2,3.2,4,2,1,130058,1,0,0,0,0,1,1,9
36228,Café/Bakery,Coimbatore,11.01996303,77.01860055,1,0.0,3,3,1,130058,0,0,0,0,0,0,1,4
36229,Café/Bakery,Coimbatore,11.01980675,76.99836083,1,0.0,2,0,1,130058,0,0,0,0,0,0,1,4
36230,Café/Bakery,Coimbatore,11.02754426,77.02391636,1,3.2,7,7,0,130058,0,0,0,0,0,0,1,6
36231,Café/Bakery,Coimbatore,11.02288964,77.00192492,1,3.2,7,0,0,130058,0,0,0,0,0,0,1,5
36232,Café/Bakery,Coimbatore,11.05430427,76.99387696,1,3.1,4,0,1,130058,0,0,0,0,0,0,1,3
36233,Café/Bakery,Coimbatore,10.9971785,76.9298532,1,3.3,11,1,0,130058,0,0,0,0,0,0,1,6
36234,Café/Bakery,Coimbatore,11.04115788,77.04056382,2,3.2,4,0,1,130058,0,0,0,0,0,0,0,6
36235,Café/Bakery,Coimbatore,11.05261426,76.94585175,1,3.0,6,2,1,130058,1,0,0,0,0,0,1,6
36236,Café/Bakery,Coimbatore,11.005611,76.950278,1,0.0,2,5,1,130058,0,0,0,0,0,1,1,3
36237,Café/Bakery,Coimbatore,11.09873423,76.99608542,1,0.0,3,5,1,130058,0,0,0,0,0,0,1,7
36238,Café/Bakery,Coimbatore,11.02525744,76.93708789,1,3.2,6,2,0,130058,0,0,0,0,0,0,1,4
36239,Café/Bakery,Coimbatore,11.02590114,77.01929893,1,3.3,6,2,0,130058,0,0,0,0,0,1,0,4
36240,Café/Bakery,Coimbatore,11.023231,77.021997,1,3.1,4,0,1,130058,0,0,0,0,0,1,1,7
36241,Café/Bakery,Coimbatore,11.00629577,76.95059683,1,3.0,6,1,0,130058,0,0,0,0,0,0,1,5
36242,Café/Bakery,Coimbatore,11.0362004,77.03756377,1,3.1,5,3,0,130058,0,0,0,0,0,1,0,6
36243,Café/Bakery,Coimbatore,10.99017227,76.96095183,1,3.0,4,4,0,130058,0,0,0,0,0,0,1,5
36244,Café/Bakery,Coimbatore,11.02687688,76.94986593,1,0.0,2,3,0,130058,0,0,0,0,0,1,1,5
36245,Café/Bakery,Coimbatore,11.02478059,76.94614001,1,0.0,2,3,0,130058,0,0,0,0,0,0,1,4
36246,Café/Bakery,Coimbatore,11.01376,76.979427,2,3.2,0,0,0,130058,0,0,0,0,0,1,1,4
36247,Café/Bakery,Coimbatore,11.02434126,77.00643975,1,4.0,113,55,1,130058,1,0,0,0,0,1,1,8
36248,Café/Bakery,Coimbatore,11.00986461,76.95272885,1,4.1,127,86,1,130058,1,0,0,0,0,1,1,9
36249,Café/Bakery,Coimbatore,11.01422555,76.94995008,1,4.0,95,98,0,130058,1,0,0,0,0,1,1,12
36250,Café/Bakery,Coimbatore,11.01224995,76.94968387,1,4.0,70,68,1,130058,1,0,0,0,0,1,1,9
36251,Café/Bakery,Coimbatore,10.99842601,76.97652005,1,4.0,71,60,1,130058,0,0,0,0,0,1,1,9
36252,Café/Bakery,Coimbatore,11.022662,76.998535,1,3.8,59,68,1,130058,1,0,0,0,0,1,0,9
36253,Café/Bakery,Coimbatore,11.01700018,76.96623009,1,3.9,81,24,0,130058,0,0,0,0,0,1,0,10
36254,Café/Bakery,Coimbatore,11.01051064,76.95299976,1,3.4,71,56,0,130058,1,0,0,0,0,1,1,5
36255,Café/Bakery,Coimbatore,11.02441168,77.01077621,1,3.9,60,38,1,130058,1,0,0,0,0,1,1,11
36256,Café/Bakery,Coimbatore,11.0055296,76.96929853,1,3.9,63,26,1,130058,1,0,0,0,0,1,1,5
36257,Café/Bakery,Coimbatore,11.01122513,76.94987766,1,4.0,76,24,0,130058,0,0,0,0,0,1,1,5
36258,Café/Bakery,Coimbatore,11.02488327,77.00653329,1,3.9,55,32,1,130058,1,0,0,0,0,0,1,6
36259,Café/Bakery,Coimbatore,11.02539138,76.93690348,1,3.7,54,25,1,130058,1,0,0,0,0,1,1,9
36260,Café/Bakery,Coimbatore,11.0255036,76.93896074,1,3.7,40,43,1,130058,0,0,0,0,0,1,1,6
36261,Café/Bakery,Coimbatore,11.02610682,76.94469865,1,3.5,45,41,0,130058,1,0,0,0,0,1,1,10
36262,Café/Bakery,Coimbatore,11.055407,76.994234,1,3.9,41,24,1,130058,1,0,0,0,0,1,1,11
36263,Café/Bakery,Coimbatore,11.05613447,77.03861654,2,3.5,36,21,1,130058,0,0,0,0,0,0,1,10
36264,Café/Bakery,Coimbatore,10.99717108,76.99891347,1,3.6,46,23,1,130058,0,0,0,0,0,1,1,9
36265,Café/Bakery,Coimbatore,11.018914,76.953549,1,3.6,31,7,1,130058,0,0,0,0,0,0,1,8
36266,Café/Bakery,Coimbatore,11.026183,77.018923,1,3.4,10,14,1,130058,0,0,0,0,0,1,1,4
36267,Café/Bakery,Coimbatore,11.02649942,76.94479086,1,3.9,54,10,1,130058,1,0,0,0,0,0,1,9
36268,Café/Bakery,Coimbatore,11.10188674,76.99433461,1,3.8,34,19,1,130058,0,0,0,0,0,1,1,6
36269,Café/Bakery,Coimbatore,11.02651686,76.94500308,1,3.5,41,10,1,130058,0,0,0,0,0,1,1,9
36270,Café/Bakery,Coimbatore,11.021137,76.991734,1,3.7,33,14,0,130058,0,0,0,0,0,1,1,6
36271,Café/Bakery,Coimbatore,11.00960297,76.95897672,1,3.5,40,20,0,130058,1,0,0,0,0,1,1,9
36272,Café/Bakery,Coimbatore,11.00953879,76.9565101,1,3.5,31,8,1,130058,0,0,0,0,0,1,1,6
36273,Café/Bakery,Coimbatore,11.027889,77.024417,1,3.5,15,8,1,130058,1,0,0,0,0,0,1,5
36274,Café/Bakery,Coimbatore,11.00636455,76.95325155,1,3.3,29,20,1,130058,0,0,0,0,0,1,1,10
36275,Café/Bakery,Coimbatore,10.99762921,76.98847868,1,3.3,25,23,1,130058,0,0,0,0,0,1,1,8
36276,Café/Bakery,Coimbatore,11.02583367,77.01903105,1,3.9,17,4,1,130058,0,0,0,0,0,1,1,4
36277,Quick Bites,Coimbatore,10.98756887,77.00084802,2,3.3,29,16,1,130058,0,0,0,0,0,0,1,11
36278,Café/Bakery,Coimbatore,10.99786091,76.98839352,1,3.7,32,10,1,130058,1,0,0,0,0,0,1,7
36279,Café/Bakery,Coimbatore,11.02574745,76.94073435,1,3.5,36,3,0,130058,0,0,0,0,0,1,1,7
36280,Café/Bakery,Coimbatore,11.00911425,76.95937235,1,3.8,34,9,1,130058,0,0,0,0,0,1,1,10
36281,Quick Bites,Coimbatore,10.9972369,77.00058483,1,3.4,30,3,1,130058,0,0,0,0,0,1,1,11
36282,Quick Bites,Coimbatore,11.02562174,76.93949685,2,3.3,39,9,0,130058,0,0,0,0,0,1,1,9
36283,Café/Bakery,Coimbatore,11.003167,76.9755,2,3.9,14,13,1,130058,0,0,0,0,0,1,1,4
36284,Café/Bakery,Coimbatore,10.98773047,77.00072296,1,3.7,31,10,1,130058,1,0,0,0,0,1,1,7
36285,Café/Bakery,Coimbatore,11.03112008,77.0166412,2,0.0,3,31,0,130058,0,0,0,0,0,0,1,9
36286,Café/Bakery,Coimbatore,11.07447335,76.94186255,1,3.7,30,10,1,130058,1,0,0,0,0,1,1,6
36287,Café/Bakery,Coimbatore,11.02249967,76.97127029,1,3.8,26,14,0,130058,1,0,0,0,0,0,0,6
36288,Café/Bakery,Coimbatore,11.022002,77.022014,1,3.4,12,6,1,130058,1,0,0,0,0,1,0,4
36289,Café/Bakery,Coimbatore,11.00944467,76.94519017,1,3.4,12,5,1,130058,0,0,0,0,0,0,1,9
36290,Café/Bakery,Coimbatore,11.00205155,76.95164155,1,3.2,9,25,0,130058,0,0,0,0,0,0,1,8
36291,Café/Bakery,Coimbatore,11.00141636,77.03607682,1,3.2,20,8,1,130058,1,0,0,0,0,1,0,4
36292,Café/Bakery,Coimbatore,11.02571685,76.94603037,1,3.3,17,14,0,130058,0,0,0,0,0,1,1,8
36293,Café/Bakery,Coimbatore,11.005417,76.969083,1,3.5,15,3,1,130058,0,0,0,0,0,1,1,6
36294,Café/Bakery,Coimbatore,11.07871883,77.0035604,1,3.2,20,31,0,130058,1,0,0,0,0,1,1,9
36295,Café/Bakery,Coimbatore,11.0259075,76.94173047,2,3.7,13,25,0,130058,1,0,0,0,0,0,1,4
36296,Café/Bakery,Coimbatore,11.04325833,76.94799167,1,3.5,25,2,0,130058,0,0,0,0,0,1,1,5
36297,Café/Bakery,Coimbatore,11.0131204,76.9624133,1,3.4,14,4,0,130058,0,0,0,0,0,1,0,5
36298,Café/Bakery,Coimbatore,11.02129421,76.91707559,2,3.4,12,6,1,130058,0,0,0,0,0,1,1,10
36299,Café/Bakery,Coimbatore,11.00639944,76.97021417,1,3.3,13,10,1,130058,0,0,0,0,0,1,1,6
36300,Café/Bakery,Coimbatore,11.055423,76.994236,1,3.7,14,25,1,130058,1,0,0,0,0,0,1,6
36301,Café/Bakery,Coimbatore,11.0093387,76.95911821,1,3.0,13,10,0,130058,0,0,0,0,0,1,1,7
36302,Café/Bakery,Coimbatore,11.02444229,77.01062802,1,3.3,12,8,1,130058,0,0,0,0,0,1,1,7
36303,Quick Bites,Coimbatore,11.00762109,76.94502454,1,3.5,18,6,0,130058,0,0,0,0,0,1,1,5
36304,Café/Bakery,Coimbatore,11.03881029,76.97973736,1,3.2,12,1,1,130058,1,0,0,0,0,1,0,6
36305,Café/Bakery,Coimbatore,11.04127075,76.98319137,1,3.3,7,2,1,130058,1,0,0,0,0,1,1,5
36306,Café/Bakery,Coimbatore,10.99749032,76.99223612,2,3.0,4,9,1,130058,0,0,0,0,0,1,1,8
36307,Café/Bakery,Coimbatore,11.00646164,76.95403207,1,3.2,10,1,1,130058,1,0,0,0,0,1,1,6
36308,Quick Bites,Coimbatore,11.02599444,76.94210833,2,3.8,59,21,1,130058,0,0,0,0,0,1,0,5
36309,Quick Bites,Coimbatore,11.024882,77.002832,1,3.0,10,10,0,130058,0,0,0,0,0,1,0,6
36310,Quick Bites,Coimbatore,10.99682353,76.9987921,1,2.9,4,0,1,130058,0,0,0,0,0,0,0,6
36311,Quick Bites,Coimbatore,11.009447,76.945045,1,0.0,2,0,1,130058,0,0,0,0,0,0,0,6
36312,Quick Bites,Coimbatore,11.02589554,76.94157757,1,0.0,2,2,0,130058,0,0,0,0,0,1,0,4
36313,Fine Dining,Coimbatore,11.02133567,76.99817754,3,0.0,2,0,0,130058,0,1,0,0,0,0,0,11
36314,Quick Bites,Coimbatore,11.02001535,77.02262219,1,3.6,73,35,0,130058,0,0,0,0,0,1,0,7
36315,Quick Bites,Coimbatore,11.1021025,76.98882422,2,3.3,17,19,0,130058,0,0,0,0,0,0,0,10
36316,Quick Bites,Coimbatore,11.01994131,76.99253116,1,3.4,11,11,0,130058,1,0,0,0,0,0,0,5
36317,Quick Bites,Coimbatore,11.05444576,76.99470844,2,0.0,3,0,0,130058,0,0,0,0,0,0,0,10
36318,Quick Bites,Coimbatore,11.00847644,76.95968047,1,0.0,2,8,0,130058,1,0,0,0,0,0,0,6
36319,Quick Bites,Coimbatore,11.022513,76.996008,1,0.0,3,0,0,130058,0,0,0,0,0,0,0,5
36320,Quick Bites,Coimbatore,11.040029,77.040387,1,3.1,5,0,1,130058,0,0,0,0,0,0,0,3
36321,Casual Dining,Coimbatore,11.04352652,77.04655051,2,4.0,128,66,0,130058,1,1,0,0,0,0,0,9
36322,Casual Dining,Coimbatore,11.01018944,76.95006944,2,4.0,280,41,0,130058,0,1,0,0,0,0,0,9
36323,Casual Dining,Coimbatore,11.01793712,76.96795609,2,4.2,193,48,0,130058,1,1,1,0,0,0,0,11
36324,Casual Dining,Coimbatore,11.044492,76.98581893,2,3.6,265,81,0,130058,0,1,1,0,0,0,0,10
36325,Casual Dining,Coimbatore,11.03994888,77.04059903,1,4.6,193,68,0,130058,1,1,1,0,0,0,0,13
36326,Quick Bites,Coimbatore,11.04681915,77.05295529,1,3.2,8,10,1,130058,0,0,0,0,0,0,1,8
36327,Casual Dining,Coimbatore,11.01597899,76.97117172,1,4.0,131,61,0,130058,1,1,0,0,0,1,0,11
36328,Casual Dining,Coimbatore,11.03629715,76.97786752,2,3.7,107,19,1,130058,0,1,1,0,0,0,0,9
36329,Casual Dining,Coimbatore,11.04214904,76.98405605,2,3.6,71,25,1,130058,0,1,1,0,0,0,0,12
36330,Casual Dining,Coimbatore,11.01189452,76.96595952,1,4.0,74,67,1,130058,1,1,1,0,0,0,0,12
36331,Casual Dining,Coimbatore,11.0261259,76.94463328,2,3.5,111,9,0,130058,0,1,0,0,0,0,0,10
36332,Quick Bites,Coimbatore,11.022118,77.017892,1,3.8,65,3,0,130058,0,1,1,0,0,0,0,11
36333,Casual Dining,Coimbatore,11.0142815,76.96621668,2,3.5,73,14,0,130058,0,1,0,0,0,0,0,12
36334,Quick Bites,Coimbatore,10.99660861,77.00202283,1,3.7,92,15,1,130058,0,0,0,0,0,1,0,10
36335,Quick Bites,Coimbatore,11.022974,77.021993,2,3.7,88,0,0,130058,0,1,0,0,0,0,0,8
36336,Quick Bites,Coimbatore,11.01787196,76.96878154,1,4.0,122,6,0,130058,0,1,1,0,0,1,0,7
36337,Quick Bites,Coimbatore,10.99036646,76.961211,1,3.7,97,7,0,130058,0,1,1,0,0,0,0,8
36338,Quick Bites,Coimbatore,10.99685183,76.99465614,2,3.8,70,16,1,130058,0,1,1,0,0,0,0,7
36339,Casual Dining,Coimbatore,11.03954872,77.03971054,1,3.6,86,6,0,130058,0,1,0,0,0,0,0,10
36340,Casual Dining,Coimbatore,10.98556577,77.00302497,2,3.3,36,42,1,130058,0,1,0,0,0,0,0,8
36341,Casual Dining,Coimbatore,11.02428762,77.00651318,1,3.4,77,24,0,130058,1,1,0,0,0,0,0,11
36342,Casual Dining,Coimbatore,11.01715091,76.96852975,1,4.1,49,42,1,130058,1,1,1,0,0,0,0,9
36343,Casual Dining,Coimbatore,11.07077895,76.94256596,1,3.8,50,6,0,130058,0,1,0,0,0,0,0,9
36344,Casual Dining,Coimbatore,10.99740344,76.96793128,1,3.7,54,20,0,130058,0,1,1,0,0,0,1,10
36345,Quick Bites,Coimbatore,11.01389875,76.94862004,1,2.7,47,30,1,130058,0,1,0,0,0,1,0,11
36346,Quick Bites,Coimbatore,10.99642595,76.99979592,1,4.1,37,6,0,130058,0,1,0,0,0,0,0,5
36347,Casual Dining,Coimbatore,11.00030889,76.97104666,2,4.1,52,39,0,130058,1,1,1,0,0,0,0,9
36348,Quick Bites,Coimbatore,11.00867423,76.95297327,1,3.6,50,59,0,130058,1,1,1,0,0,1,0,11
36349,Quick Bites,Coimbatore,11.04012493,76.98202964,2,3.5,58,12,1,130058,0,1,0,0,0,1,0,11
36350,Quick Bites,Coimbatore,10.959184,76.988957,2,2.9,39,0,0,130058,0,1,1,0,0,0,0,7
36351,Casual Dining,Coimbatore,11.02863979,76.89609133,2,3.7,41,12,0,130058,0,1,1,0,0,0,0,14
36352,Casual Dining,Coimbatore,11.04569737,76.94707509,1,3.8,51,10,1,130058,0,1,1,0,0,0,0,17
36353,Quick Bites,Coimbatore,11.008701,76.95285,2,3.7,35,11,1,130058,0,0,0,0,0,1,0,15
36354,Casual Dining,Coimbatore,11.021087,76.993222,1,3.5,23,4,1,130058,0,1,0,0,0,0,0,5
36355,Quick Bites,Coimbatore,11.060486,76.947897,2,3.6,43,8,0,130058,0,1,0,0,0,0,0,8
36356,Quick Bites,Coimbatore,11.02324934,77.00241745,1,3.6,56,11,0,130058,0,1,1,0,0,0,0,7
36357,Quick Bites,Coimbatore,10.95918149,76.97190337,1,3.7,41,42,1,130058,1,1,1,0,0,0,0,9
36358,Casual Dining,Coimbatore,11.01698076,76.96864441,2,3.8,49,17,0,130058,0,1,1,0,0,0,0,11
36359,Quick Bites,Coimbatore,11.02168517,76.95161507,1,3.8,39,0,0,130058,0,1,0,0,0,0,0,8
36360,Casual Dining,Coimbatore,10.99650626,77.00196113,1,3.9,47,7,1,130058,0,1,0,0,0,0,0,11
36361,Quick Bites,Coimbatore,11.02292946,76.94729134,1,3.9,49,11,0,130058,0,1,0,0,0,0,0,7
36362,Quick Bites,Coimbatore,11.01464647,76.96775358,1,3.3,37,15,0,130058,0,1,0,0,0,0,0,11
36363,Quick Bites,Coimbatore,11.0091544,76.95930764,2,3.7,436,46,0,130058,1,0,0,0,0,1,0,10
36364,Quick Bites,Coimbatore,11.046281,76.986892,2,3.9,259,33,0,130058,0,0,0,0,0,1,0,16
36365,Casual Dining,Coimbatore,11.03943256,76.98127761,2,3.7,244,26,0,130058,0,1,1,0,1,0,0,8
36366,Quick Bites,Coimbatore,11.01335574,76.9864127,2,4.1,400,17,0,130058,1,1,0,0,0,0,0,9
36367,Casual Dining,Coimbatore,11.03776252,77.01491889,2,4.1,333,13,0,130058,0,1,1,0,0,0,0,11
36368,Quick Bites,Coimbatore,11.01856339,76.96244884,2,4.2,517,63,0,130058,1,1,0,0,0,0,0,9
36369,Casual Dining,Coimbatore,11.04080314,77.04173427,2,4.4,205,71,0,130058,1,1,1,0,0,0,0,12
36370,Café/Bakery,Coimbatore,11.0245374,77.01548081,2,4.1,431,269,0,130058,0,0,0,1,0,1,1,16
36371,Café/Bakery,Coimbatore,11.00072489,76.98190961,2,4.3,288,255,0,130058,0,0,0,0,0,1,1,11
36372,Casual Dining,Coimbatore,10.99976716,76.97317734,2,3.7,156,45,0,130058,0,1,0,0,0,0,0,7
36373,Quick Bites,Coimbatore,11.05555665,76.99390646,2,3.8,241,12,0,130058,1,0,0,0,0,1,0,10
36374,Café/Bakery,Coimbatore,10.99888414,76.97879992,2,4.3,247,220,0,130058,0,0,0,0,0,0,1,10
36375,Casual Dining,Coimbatore,10.99996364,76.97122369,1,4.2,141,106,0,130058,1,1,1,0,0,0,0,11
36376,Casual Dining,Coimbatore,11.00319917,76.95151079,2,4.0,289,84,0,130058,1,0,0,1,0,1,0,10
36377,Café/Bakery,Coimbatore,11.01243392,76.95057906,3,4.3,155,240,0,130058,0,0,0,0,0,0,1,11
36378,Quick Bites,Coimbatore,10.99853165,76.96365919,1,3.8,46,22,0,130058,0,1,0,0,0,0,0,9
36379,Quick Bites,Coimbatore,10.996473,77.00826,1,3.7,55,2,1,130058,0,0,0,0,0,1,0,6
36380,Quick Bites,Coimbatore,11.02493395,77.02127036,1,3.5,43,10,1,130058,0,1,1,0,0,0,0,6
36381,Quick Bites,Coimbatore,11.023479,77.017672,1,3.7,22,3,0,130058,0,1,1,0,0,0,0,6
36382,Quick Bites,Coimbatore,11.040556,77.001778,1,3.5,17,2,1,130058,0,1,0,0,0,0,0,5
36383,Quick Bites,Coimbatore,11.10186865,76.99453477,1,3.6,42,19,1,130058,0,1,1,0,0,0,0,6
36384,Quick Bites,Coimbatore,10.993859,76.966572,1,3.6,26,4,0,130058,0,1,0,0,0,0,0,6
36385,Casual Dining,Coimbatore,10.99556168,77.00039741,2,3.5,34,7,1,130058,0,1,1,0,0,0,0,7
36386,Casual Dining,Coimbatore,11.02121095,76.9983834,2,3.5,19,1,0,130058,0,1,0,0,0,0,0,6
36387,Quick Bites,Coimbatore,11.01839686,76.95703279,1,3.6,21,2,0,130058,0,1,0,0,0,0,0,7
36388,Quick Bites,Coimbatore,11.05389459,76.9942357,2,3.7,29,2,1,130058,0,1,0,0,0,0,0,8
36389,Café/Bakery,Coimbatore,11.020425,76.991881,2,4.1,76,40,0,130058,0,0,0,0,0,1,1,10
36390,Café/Bakery,Coimbatore,11.00983269,76.98886156,1,4.3,476,78,0,130058,0,0,0,0,0,0,1,8
36391,Quick Bites,Coimbatore,10.99853165,76.96365919,1,3.8,46,22,1,130058,0,1,0,0,0,0,0,9
36392,Quick Bites,Coimbatore,11.023479,77.017672,1,3.7,22,3,1,130058,0,1,1,0,0,0,0,6
36393,Café/Bakery,Coimbatore,11.0200295,76.93950824,2,3.9,132,146,0,130058,0,0,0,0,0,0,1,11
36394,Quick Bites,Coimbatore,11.05533322,76.99388266,2,3.7,98,20,0,130058,1,0,0,0,0,1,1,9
36395,Casual Dining,Coimbatore,11.01633112,76.96547035,2,4.2,105,55,0,130058,1,1,1,0,0,0,0,11
36396,Casual Dining,Coimbatore,11.026872,76.945795,2,3.7,178,20,0,130058,0,1,0,0,0,0,0,6
36397,Quick Bites,Coimbatore,11.01504435,76.96455907,1,3.3,65,6,1,130058,1,1,0,0,0,0,0,9
36398,Quick Bites,Coimbatore,11.06182539,77.03724291,2,3.4,51,7,1,130058,0,0,0,0,0,1,0,7
36399,Quick Bites,Madurai,9.932256539,78.14376175,1,4.3,717,16,1,130058,0,1,0,0,0,0,0,7
36400,Casual Dining,Madurai,9.902955347,78.12151216,1,4.3,262,6,1,130058,0,1,0,0,0,0,0,11
36401,Quick Bites,Madurai,9.931198742,78.14392805,2,4.1,434,13,0,130058,1,0,0,0,0,1,0,12
36402,Quick Bites,Madurai,9.916988012,78.09417643,2,4.5,396,24,1,130058,1,0,0,0,0,1,0,10
36403,Quick Bites,Madurai,9.936287229,78.14452115,1,4.4,217,1,0,130058,0,1,0,0,0,0,0,6
36404,Quick Bites,Madurai,9.924009,78.148528,2,4.4,303,7,1,130058,1,0,0,0,0,1,0,10
36405,Quick Bites,Madurai,9.921032761,78.14216115,2,4.3,273,3,1,130058,0,1,1,0,1,0,0,7
36406,Quick Bites,Madurai,9.922600513,78.09420191,1,4.2,313,29,0,130058,0,1,1,0,0,0,0,9
36407,Casual Dining,Madurai,9.922640145,78.14871982,2,4.9,523,69,0,130058,1,1,0,0,1,0,0,9
36408,Quick Bites,Madurai,9.924168919,78.09395783,1,4.5,236,3,1,130058,0,1,0,0,0,0,0,11
36409,Casual Dining,Madurai,9.913547,78.144415,1,4.4,260,7,1,130058,1,1,0,0,0,0,0,8
36410,Casual Dining,Madurai,9.920196631,78.09295638,2,4.0,351,24,0,130058,1,0,0,0,0,1,0,11
36411,Casual Dining,Madurai,9.931988705,78.13393347,2,4.5,483,10,0,130058,0,1,0,0,0,0,0,9
36412,Quick Bites,Madurai,9.919066373,78.0942113,1,3.9,107,175,0,130058,0,1,0,0,0,1,0,9
36413,Casual Dining,Madurai,9.932353632,78.14478301,2,3.8,264,11,1,130058,0,1,0,0,0,0,0,8
36414,Quick Bites,Madurai,9.930444115,78.09614081,2,4.1,253,17,1,130058,0,1,1,0,0,1,0,11
36415,Quick Bites,Madurai,9.93175885,78.09400376,1,4.1,181,45,0,130058,0,1,0,0,0,0,0,8
36416,Quick Bites,Madurai,9.924638547,78.13732512,2,4.1,175,7,1,130058,0,1,0,0,0,0,0,8
36417,Quick Bites,Madurai,9.955234605,78.12899988,1,3.7,116,36,1,130058,0,1,1,0,0,0,0,7
36418,Quick Bites,Madurai,9.911686861,78.11908007,1,4.4,204,3,0,130058,0,1,1,0,0,0,0,9
36419,Quick Bites,Madurai,9.929809038,78.12973816,1,4.2,149,3,0,130058,0,1,0,0,0,0,0,7
36420,Casual Dining,Madurai,9.936430226,78.14371046,2,4.2,222,13,0,130058,1,1,0,0,0,0,0,10
36421,Casual Dining,Madurai,9.91814064,78.11259985,1,4.8,256,18,0,130058,1,1,0,0,0,0,0,7
36422,Casual Dining,Madurai,9.927200355,78.09508033,2,4.1,164,17,0,130058,1,1,0,0,0,0,0,10
36423,Quick Bites,Madurai,9.92415769,78.12343799,1,4.0,162,36,1,130058,0,1,0,0,0,0,1,4
36424,Café/Bakery,Madurai,9.932735072,78.14838622,2,4.5,234,40,0,130058,0,0,0,0,0,0,1,11
36425,Casual Dining,Madurai,9.93837009,78.14559136,2,4.5,166,23,0,130058,0,1,0,0,0,0,0,7
36426,Casual Dining,Madurai,9.919047217,78.1123494,1,4.3,208,12,0,130058,0,1,0,0,0,0,0,9
36427,Casual Dining,Madurai,9.927936825,78.14318676,3,4.4,147,151,0,130058,1,0,0,0,0,0,0,8
36428,Café/Bakery,Madurai,9.933142271,78.14400148,1,4.3,167,21,0,130058,1,0,0,0,0,0,1,8
36429,Quick Bites,Madurai,9.949365081,78.12824417,1,4.1,93,32,0,130058,0,1,0,0,0,0,0,6
36430,Casual Dining,Madurai,9.923362755,78.14795572,2,3.7,145,27,1,130058,0,1,0,0,0,0,0,10
36431,Casual Dining,Madurai,9.925338365,78.1011837,1,4.3,127,1,1,130058,1,1,0,0,0,0,0,7
36432,Café/Bakery,Madurai,9.923905041,78.14882275,2,3.7,200,46,0,130058,0,0,0,0,0,1,1,9
36433,Casual Dining,Madurai,9.934097683,78.09657332,1,3.2,146,5,1,130058,0,1,0,0,0,0,0,10
36434,Quick Bites,Madurai,9.933956667,78.09040893,1,3.9,137,3,0,130058,0,1,1,0,0,0,0,10
36435,Quick Bites,Madurai,9.911959666,78.12511906,1,4.0,122,2,0,130058,0,1,0,0,0,0,0,7
36436,Quick Bites,Madurai,9.938741286,78.12847584,1,3.6,169,31,1,130058,1,0,0,0,0,1,0,12
36437,Quick Bites,Madurai,9.932333487,78.14427506,2,4.1,80,3,0,130058,0,1,0,0,0,0,0,7
36438,Quick Bites,Madurai,9.950962749,78.12090732,1,3.9,97,5,0,130058,0,1,0,0,0,1,0,6
36439,Quick Bites,Madurai,9.957412451,78.12874038,1,4.5,94,10,0,130058,0,1,0,0,0,0,0,5
36440,Quick Bites,Madurai,9.911780658,78.11724443,2,4.0,79,2,1,130058,0,1,1,0,1,0,0,5
36441,Casual Dining,Madurai,9.932655151,78.1480838,2,4.0,71,56,0,130058,0,0,0,1,0,0,1,10
36442,Casual Dining,Madurai,9.932802113,78.13475657,2,3.9,143,6,0,130058,0,1,0,0,0,0,0,9
36443,Quick Bites,Madurai,9.906945444,78.09851088,2,3.7,110,40,1,130058,0,1,0,1,0,0,0,11
36444,Casual Dining,Madurai,9.932303434,78.09341803,2,3.9,87,29,0,130058,0,1,0,0,0,0,0,9
36445,Café/Bakery,Madurai,9.933968226,78.09046894,1,4.2,78,85,0,130058,0,0,0,0,0,0,1,10
36446,Quick Bites,Madurai,9.923110106,78.13871518,2,4.0,118,31,1,130058,1,0,0,0,0,1,0,10
36447,Quick Bites,Madurai,9.957696115,78.12863745,1,3.3,146,16,0,130058,0,1,0,0,0,0,0,7
36448,Casual Dining,Madurai,9.951128856,78.15700416,2,3.8,114,10,1,130058,0,1,0,0,0,1,0,10
36449,Quick Bites,Madurai,9.900592841,78.09411943,1,4.0,142,11,0,130058,0,0,0,0,0,0,0,7
36450,Quick Bites,Madurai,9.937023349,78.13707735,2,3.7,109,3,0,130058,0,1,0,0,0,0,0,9
